date,high,low,close
2006-03-10,82.2500,81.0300,81.5700
2006-03-13,82.4000,81.4500,81.9300
2006-03-14,82.9900,81.4700,82.8800
2006-03-15,83.7600,82.6400,83.3800
2006-03-16,83.7200,82.6100,82.8700
2006-03-17,83.4100,82.8200,83.3000
2006-03-20,83.7500,82.9900,83.5800
2006-03-21,84.9900,83.5800,83.8100
2006-03-22,84.6800,83.3500,84.4500
2006-03-23,84.2700,82.9300,83.2000
2006-03-24,83.7200,82.9900,83.3600
2006-03-27,83.2600,82.5800,83.0800
2006-03-28,83.3900,82.2900,82.4300
2006-03-29,83.5500,82.2000,83.1300
2006-03-30,83.7000,82.8300,83.2000
2006-03-31,83.6000,82.2900,82.4700
2006-04-03,83.5900,82.6500,83.0600
2006-04-04,83.7800,82.8000,83.4500
2006-04-05,84.4500,83.3200,84.1700
2006-04-06,84.3200,83.3600,83.8100
2006-04-07,83.8000,82.4400,82.4800
2006-04-10,82.7400,82.0000,82.1000
2006-04-11,82.0600,80.7500,81.1600
2006-04-12,81.3700,80.6300,80.7500
2006-04-13,82.6000,81.1200,81.9800
2006-04-17,82.9200,81.4000,81.6400
2006-04-18,83.5300,81.7000,83.3100
2006-04-19,84.0000,81.2600,81.8600
2006-04-20,82.8500,81.6400,82.0200
2006-04-21,82.5000,81.3800,81.6600
2006-04-24,82.4100,81.1000,82.1100
2006-04-25,82.9000,81.6000,82.6700
2006-04-26,83.4800,82.7100,83.3500
2006-04-27,84.4000,82.7000,83.8800
2006-04-28,83.6200,81.9800,82.3400
2006-05-01,83.3100,82.1000,82.2300
2006-05-02,82.7400,82.0000,82.4200
2006-05-03,83.2900,82.4500,82.7000
2006-05-04,83.0900,82.4000,82.4300
2006-05-05,83.5500,82.7000,82.9800
2006-05-08,83.2200,82.3000,82.8900
2006-05-09,83.2900,82.4050,83.2300
2006-05-10,83.3300,82.6000,82.9000
2006-05-11,83.0900,82.4500,82.4600
2006-05-12,83.6900,82.3000,82.3900
2006-05-15,83.1500,81.8000,82.8900
2006-05-16,83.2500,82.0700,82.1600
2006-05-17,82.2117,81.0200,81.2700
2006-05-18,81.3500,80.0300,80.6600
2006-05-19,81.0000,79.5100,80.2800
2006-05-22,80.3400,79.4000,80.0200
2006-05-23,81.3000,79.0000,79.8300
2006-05-24,80.0400,79.0600,79.7800
2006-05-25,80.1800,79.6500,80.1400
2006-05-26,80.8600,79.7000,80.7500
2006-05-30,80.9600,80.1500,80.1600
2006-05-31,80.8300,79.6100,79.9000
2006-06-01,80.8700,79.8100,80.6900
2006-06-02,80.5600,79.1500,79.5200
2006-06-05,80.0400,79.0100,79.0600
2006-06-06,79.9000,78.5000,79.7600
2006-06-07,80.7400,79.1200,79.1500
2006-06-08,79.5800,76.7500,77.0300
2006-06-09,78.1000,77.0500,78.0100
2006-06-12,78.0900,76.8500,77.0200
2006-06-13,77.9300,76.8200,76.9300
2006-06-14,77.8500,76.9300,77.7100
2006-06-15,78.7800,76.9500,78.5600
2006-06-16,78.5300,77.5700,77.9500
2006-06-19,78.3000,77.3400,77.6700
2006-06-20,78.3000,77.2500,77.9900
2006-06-21,78.5600,77.9800,78.3000
2006-06-22,78.3700,77.0000,77.1900
2006-06-23,77.8400,76.9400,77.1000
2006-06-26,77.5200,76.8000,77.1500
2006-06-27,77.6000,76.3200,76.6300
2006-06-28,76.6500,76.0600,76.5600
2006-06-29,77.8000,76.5600,77.5900
2006-06-30,77.9300,76.7900,76.8200
2006-07-03,78.2700,77.2700,78.0200
2006-07-05,78.3900,77.5200,77.7700
2006-07-06,78.5300,77.5700,78.0900
2006-07-07,78.0900,76.1200,76.4200
2006-07-10,76.8300,75.8700,76.6700
2006-07-11,76.6499,75.4400,76.4700
2006-07-12,76.3000,74.8200,75.4800
2006-07-13,75.2800,73.8300,74.2400
2006-07-14,74.3000,73.3700,73.5700
2006-07-17,73.9400,73.2000,73.7000
2006-07-18,75.4200,72.7300,74.2600
2006-07-19,77.0600,76.0000,76.0700
2006-07-20,75.8800,75.2000,75.4800
2006-07-21,75.5000,74.5000,74.8600
2006-07-24,76.1500,74.9200,75.9900
2006-07-25,76.4100,75.3100,75.8900
2006-07-26,76.3000,75.3600,75.8300
2006-07-27,77.2900,75.7500,76.1500
2006-07-28,77.3000,76.2600,76.9600
2006-07-31,77.5000,76.1500,77.4100
2006-08-01,77.3800,75.7500,76.1400
2006-08-02,76.9300,76.2000,76.3200
2006-08-03,76.7300,74.9000,76.3300
2006-08-04,76.7700,75.3200,75.9100
2006-08-07,76.2000,75.2800,75.5200
2006-08-08,76.2600,75.1116,75.3300
2006-08-09,76.2800,75.3900,75.3900
2006-08-10,76.0800,75.0500,75.7400
2006-08-11,75.7800,75.2000,75.4800
2006-08-14,77.4900,75.6000,76.6800
2006-08-15,77.1400,76.3100,77.0800
2006-08-16,79.2800,77.3500,79.0900
2006-08-17,79.5600,78.5300,79.3700
2006-08-18,79.9700,78.6300,79.9000
2006-08-21,79.8800,78.8700,79.2800
2006-08-22,79.5500,78.6100,78.9500
2006-08-23,79.4700,78.4200,78.6700
2006-08-24,79.5000,78.8700,79.3800
2006-08-25,80.0000,79.1400,79.8800
2006-08-28,80.4700,79.7600,80.3200
2006-08-29,81.4800,80.0600,81.4000
2006-08-30,81.6800,80.8400,81.2200
2006-08-31,81.5000,80.7800,80.9700
2006-09-01,81.5700,80.8100,81.4100
2006-09-05,81.5400,80.6000,80.8500
2006-09-06,80.6900,80.1700,80.2800
2006-09-07,80.3800,79.3100,79.4000
2006-09-08,80.8600,79.3500,80.6600
2006-09-11,81.2000,80.2500,80.9300
2006-09-12,82.5000,81.0600,82.2800
2006-09-13,82.7000,81.8400,82.2100
2006-09-14,83.0000,81.7400,82.4700
2006-09-15,83.5900,82.7900,82.9400
2006-09-18,83.2100,82.1700,82.2400
2006-09-19,82.0900,81.4200,81.8700
2006-09-20,83.7900,82.2000,83.4200
2006-09-21,83.2500,81.3500,81.6100
2006-09-22,82.1200,81.0100,81.2100
2006-09-25,82.2800,81.2800,82.0000
2006-09-26,82.6600,81.7000,82.5000
2006-09-27,82.6700,81.7100,82.0900
2006-09-28,82.3500,81.7200,81.9900
2006-09-29,82.7900,81.7700,81.9400
2006-10-02,82.4700,81.5800,81.8700
2006-10-03,82.2600,81.5600,81.6500
2006-10-04,83.2500,81.6310,83.1000
2006-10-05,83.2100,82.6000,82.9200
2006-10-06,83.7800,82.5000,83.1400
2006-10-09,84.0800,83.0000,84.0000
2006-10-10,84.6300,83.5600,84.1900
2006-10-11,84.6869,83.7900,84.1900
2006-10-12,84.9000,84.1000,84.7000
2006-10-13,86.2100,84.4400,86.0800
2006-10-16,87.6000,85.7500,86.7100
2006-10-17,87.9400,86.2200,86.9500
2006-10-18,92.0400,89.7300,89.8200
2006-10-19,90.9800,89.3100,89.8600
2006-10-20,90.7000,89.5500,90.4800
2006-10-23,92.0000,90.0100,91.5600
2006-10-24,91.9500,90.8000,91.4900
2006-10-25,91.9900,90.9400,91.8300
2006-10-26,91.9300,91.2500,91.5400
2006-10-27,91.8900,90.5800,90.7600
2006-10-30,92.0000,89.8000,91.5000
2006-10-31,92.6800,91.5000,92.3300
2006-11-01,92.6800,91.5000,91.8000
2006-11-02,91.9500,91.2500,91.6800
2006-11-03,92.3400,91.1816,91.4100
2006-11-06,92.7400,91.5000,92.6000
2006-11-07,93.4000,92.4100,92.4500
2006-11-08,92.9200,92.0100,92.5900
2006-11-09,93.1900,92.3700,92.4200
2006-11-10,92.3500,91.6300,91.7600
2006-11-13,92.4300,91.4100,92.0700
2006-11-14,93.2900,91.6500,93.2900
2006-11-15,93.2800,92.5400,93.1100
2006-11-16,93.6000,92.6000,93.4700
2006-11-17,94.0500,93.3100,93.8100
2006-11-20,93.8000,93.0100,93.2500
2006-11-21,93.4300,92.8500,93.0800
2006-11-22,93.7400,92.8000,93.5200
2006-11-24,93.7500,92.9800,93.3500
2006-11-27,93.2400,91.1200,91.4500
2006-11-28,91.5700,90.4300,91.3500
2006-11-29,91.6600,91.0100,91.5200
2006-11-30,92.4800,91.2500,91.9200
2006-12-01,91.9100,90.5500,91.2500
2006-12-04,93.9500,92.2500,93.5100
2006-12-05,94.6400,93.4400,94.4800
2006-12-06,94.8700,94.0100,94.1200
2006-12-07,94.4300,93.5521,94.2300
2006-12-08,94.3900,93.4700,93.8600
2006-12-11,94.3500,93.5600,93.6400
2006-12-12,94.8500,93.3000,94.1200
2006-12-13,95.3300,94.5000,94.7700
2006-12-14,95.7200,94.5400,95.3600
2006-12-15,95.8000,95.0500,95.3000
2006-12-18,96.1600,94.8000,95.4400
2006-12-19,96.3900,94.9100,96.0000
2006-12-20,96.5000,95.7000,96.0000
2006-12-21,96.5000,95.5300,95.9100
2006-12-22,95.9800,95.2400,95.2500
2006-12-26,95.8100,94.9200,95.6600
2006-12-27,97.2300,96.2728,97.2000
2006-12-28,97.4000,96.8700,96.9700
2006-12-29,97.8800,96.8300,97.1500
2007-01-03,98.4000,96.2600,97.2700
2007-01-04,98.7900,96.8800,98.3100
2007-01-05,97.9500,96.9100,97.4200
2007-01-08,99.5000,98.3500,98.9000
2007-01-09,100.3300,99.0700,100.0700
2007-01-10,99.0500,97.9300,98.8900
2007-01-11,99.9000,98.5000,98.6500
2007-01-12,99.6900,98.5000,99.3400
2007-01-16,100.8400,99.3000,100.8200
2007-01-17,100.9000,99.9000,100.0200
2007-01-18,99.9500,98.9100,99.4500
2007-01-19,96.8500,94.5500,96.1700
2007-01-22,97.2300,96.1200,97.1100
2007-01-23,97.3800,96.2000,97.0800
2007-01-24,97.5800,96.5800,97.4000
2007-01-25,97.9200,97.2200,97.5100
2007-01-26,97.8300,96.8400,97.4500
2007-01-29,98.6600,97.4500,98.5400
2007-01-30,99.4500,98.5000,99.3700
2007-01-31,99.4800,98.3500,99.1500
2007-02-01,99.1800,97.9600,99.0000
2007-02-02,99.7300,98.8800,99.1700
2007-02-05,100.4400,98.9000,100.3800
2007-02-06,100.4000,99.5400,99.5500
2007-02-07,100.3600,99.1200,99.5400
2007-02-08,99.7400,98.6500,99.6200
2007-02-09,99.7000,97.8100,98.5500
2007-02-12,99.2000,98.2200,98.5800
2007-02-13,98.7400,97.8000,98.2900
2007-02-14,99.4300,98.2500,99.2000
2007-02-15,99.5200,98.4800,98.9200
2007-02-16,99.2500,98.6300,98.9900
2007-02-20,99.4600,98.5500,99.3500
2007-02-21,99.3700,98.7000,99.0900
2007-02-22,99.5000,97.7700,98.5000
2007-02-23,98.4400,97.4100,97.7300
2007-02-26,97.8600,96.4600,96.9100
2007-02-27,96.0100,92.8800,93.9600
2007-02-28,94.0900,92.4700,92.9400
2007-03-01,93.0500,88.7700,92.2700
2007-03-02,92.3700,90.8400,90.9000
2007-03-05,92.1500,90.1000,91.8100
2007-03-06,93.8900,92.2600,93.8000
2007-03-07,94.8500,93.6200,93.9400
2007-03-08,94.8200,92.5190,93.0000
2007-03-09,94.0000,92.8200,93.2800
2007-03-12,94.1700,92.9700,94.1100
2007-03-13,94.4700,92.6200,92.7100
2007-03-14,94.0300,92.1000,93.7600
2007-03-15,93.9700,93.1000,93.4500
2007-03-16,94.4500,93.0200,93.2500
2007-03-19,94.3200,93.3900,93.9900
2007-03-20,94.5300,93.5500,94.5000
2007-03-21,95.8100,93.8300,95.3600
2007-03-22,95.4400,94.6500,95.1900
2007-03-23,95.2200,94.6500,95.0300
2007-03-26,95.2500,94.3200,95.0000
2007-03-27,95.0300,94.2000,94.7300
2007-03-28,95.0200,93.8000,94.2600
2007-03-29,95.1100,93.9600,94.5700
2007-03-30,94.7500,93.5700,94.2600
2007-04-02,95.5000,94.0600,95.2100
2007-04-03,96.2300,95.3300,96.1000
2007-04-04,96.4500,95.5700,96.2100
2007-04-05,96.7500,95.7500,96.5200
2007-04-09,96.9400,96.1200,96.6200
2007-04-10,96.8000,96.1642,96.4600
2007-04-11,96.7000,94.9500,95.1600
2007-04-12,95.8200,94.5300,95.6700
2007-04-13,95.7500,94.5900,94.9300
2007-04-16,96.3000,94.7200,96.1800
2007-04-17,97.6600,96.0200,97.1200
2007-04-18,95.9100,94.4000,94.8000
2007-04-19,94.8700,94.0000,94.2900
2007-04-20,95.1500,93.9110,94.5800
2007-04-23,95.7300,95.0500,95.2100
2007-04-24,99.9000,97.2300,98.4900
2007-04-25,101.7000,98.7300,101.4600
2007-04-26,101.5000,100.2100,100.9000
2007-04-27,101.1700,100.0600,101.1700
2007-04-30,103.0000,100.9700,102.2100
2007-05-01,103.1700,102.0500,103.1700
2007-05-02,103.1400,102.1300,102.2200
2007-05-03,103.0000,101.3500,102.8000
2007-05-04,103.0300,102.2500,102.9600
2007-05-07,103.1700,102.4000,102.7600
2007-05-08,103.3900,102.2100,103.2900
2007-05-09,104.7500,103.7000,104.3800
2007-05-10,105.1100,103.7100,104.6800
2007-05-11,105.9900,104.6700,105.9800
2007-05-14,106.2500,104.7900,105.5700
2007-05-15,105.8000,104.7000,104.8300
2007-05-16,105.8900,104.5300,105.8700
2007-05-17,106.2300,104.7300,105.3100
2007-05-18,108.0500,105.6000,107.9900
2007-05-21,108.0000,106.8700,107.0400
2007-05-22,107.2500,106.0100,106.7000
2007-05-23,107.0000,105.2500,105.5800
2007-05-24,105.9800,103.5700,103.9500
2007-05-25,105.4300,103.8500,105.1800
2007-05-29,106.6300,105.3000,105.9100
2007-05-30,107.1000,105.2100,106.9300
2007-05-31,107.6700,106.0000,106.6000
2007-06-01,107.2400,106.0200,106.5400
2007-06-04,106.5900,105.5800,106.2300
2007-06-05,106.5500,105.5400,105.8400
2007-06-06,105.5100,102.3900,102.4100
2007-06-07,103.1700,101.5600,101.8000
2007-06-08,103.2100,101.7500,103.0700
2007-06-11,104.0000,102.5000,103.2200
2007-06-12,103.1800,102.1500,102.3400
2007-06-13,103.2600,102.1000,103.1200
2007-06-14,104.2400,102.8100,103.8500
2007-06-15,105.1900,103.8800,105.0900
2007-06-18,105.6500,104.8900,105.3300
2007-06-19,106.6600,104.9000,106.5000
2007-06-20,107.0200,105.9500,106.0000
2007-06-21,107.0000,105.6100,106.6000
2007-06-22,106.4400,104.4400,104.4400
2007-06-25,105.7700,104.5000,105.1000
2007-06-26,106.0600,104.8200,105.3300
2007-06-27,105.4700,104.4000,105.4300
2007-06-28,106.9200,105.2200,105.9500
2007-06-29,106.5800,104.1000,105.2500
2007-07-02,105.8000,104.5800,105.0100
2007-07-03,107.0800,105.2400,106.5800
2007-07-05,108.3900,105.9800,108.0500
2007-07-06,109.6600,107.6600,109.0300
2007-07-09,109.3500,108.2000,108.9700
2007-07-10,109.1500,108.2500,108.6300
2007-07-11,109.6000,108.2500,109.1000
2007-07-12,109.6500,108.2200,109.2800
2007-07-13,109.2000,108.1000,108.6000
2007-07-16,110.0400,108.4200,109.6600
2007-07-17,111.4700,109.4500,110.7700
2007-07-18,111.8800,110.0400,111.0800
2007-07-19,116.4800,114.6500,115.8600
2007-07-20,115.8600,113.9400,114.8100
2007-07-23,116.4300,114.8500,116.3800
2007-07-24,117.0000,115.0200,116.1700
2007-07-25,118.3800,115.2400,118.1000
2007-07-26,118.8200,115.5200,116.5300
2007-07-27,117.9500,115.6200,115.6200
2007-07-30,115.7500,113.5200,114.5200
2007-07-31,114.7200,110.0200,110.6500
2007-08-01,112.7300,110.0600,112.0400
2007-08-02,114.0500,111.5000,113.2300
2007-08-03,114.1800,111.7000,111.8900
2007-08-06,113.8900,111.7000,113.8900
2007-08-07,114.1700,112.2500,113.5300
2007-08-08,114.6000,112.2600,112.9800
2007-08-09,114.4900,110.7300,110.7300
2007-08-10,113.5000,109.7000,112.6400
2007-08-13,113.9500,112.3100,112.7100
2007-08-14,113.1500,111.7400,112.0500
2007-08-15,112.8500,109.9100,111.2300
2007-08-16,111.4200,103.7000,109.6900
2007-08-17,112.6700,108.6600,110.9000
2007-08-20,111.1000,109.1300,109.2200
2007-08-21,110.1100,108.0800,109.0400
2007-08-22,110.5000,109.1500,110.0000
2007-08-23,111.6800,110.0100,111.4500
2007-08-24,113.2500,110.8100,113.2400
2007-08-27,113.8500,112.8000,113.4400
2007-08-28,113.5900,111.6300,112.0000
2007-08-29,114.9800,112.0700,114.5700
2007-08-30,116.0000,113.6200,115.3700
2007-08-31,117.3500,115.5500,116.6900
2007-09-04,118.8900,116.1500,118.1900
2007-09-05,118.1500,116.5500,117.8800
2007-09-06,118.7500,116.2400,117.6200
2007-09-07,116.9700,115.3300,115.5500
2007-09-10,117.5000,115.3200,115.8000
2007-09-11,117.7800,116.0400,117.3500
2007-09-12,117.4000,115.6900,116.0000
2007-09-13,117.0000,115.7400,115.9500
2007-09-14,116.0000,114.6500,115.1300
2007-09-17,115.2500,114.3000,114.5200
2007-09-18,116.7800,114.8300,116.6300
2007-09-19,117.1900,115.7800,116.6700
2007-09-20,117.6500,116.2000,116.8600
2007-09-21,118.1000,116.3500,116.7800
2007-09-24,117.4300,115.8500,116.2500
2007-09-25,117.5900,115.7900,116.5100
2007-09-26,118.0800,116.7500,117.3000
2007-09-27,118.2100,117.0400,117.7100
2007-09-28,118.5000,117.1000,117.8000
2007-10-01,119.5000,117.5000,119.0300
2007-10-02,119.6000,118.1400,118.3600
2007-10-03,117.8400,116.2800,116.4000
2007-10-04,116.7500,115.0000,115.6900
2007-10-05,116.7100,115.4700,116.3000
2007-10-08,118.2300,115.8800,117.7700
2007-10-09,118.5000,116.4200,118.3000
2007-10-10,118.8000,117.6800,118.6200
2007-10-11,121.4600,117.3700,118.0500
2007-10-12,118.8900,117.2800,117.8100
2007-10-15,118.3700,116.7500,118.0300
2007-10-16,119.9400,117.5000,119.6000
2007-10-17,118.0100,114.1500,115.7800
2007-10-18,116.4100,114.4400,114.8000
2007-10-19,114.9300,111.8000,112.2800
2007-10-22,113.8800,110.9600,113.3700
2007-10-23,114.8000,113.5000,114.6800
2007-10-24,114.4500,111.6800,112.9500
2007-10-25,114.4000,111.6900,112.8100
2007-10-26,114.0000,112.0700,113.7300
2007-10-29,115.0100,113.8500,114.8000
2007-10-30,114.9000,113.7500,114.1200
2007-10-31,116.2500,113.2800,116.1200
2007-11-01,116.0900,113.3200,113.6500
2007-11-02,115.1500,113.5700,114.5900
2007-11-05,115.1100,112.8300,113.4000
2007-11-06,113.9500,111.6700,113.1700
2007-11-07,113.6400,110.9000,111.0800
2007-11-08,110.3200,103.9900,106.1100
2007-11-09,104.9200,99.2700,100.2542
2007-11-12,104.1900,100.7000,101.4500
2007-11-13,105.7400,102.5000,105.2700
2007-11-14,106.4200,102.8400,103.4400
2007-11-15,105.6400,103.0500,103.6000
2007-11-16,105.0000,103.2500,104.7900
2007-11-19,105.3900,101.3400,102.2200
2007-11-20,104.9700,101.3800,103.4200
2007-11-21,104.0900,101.4100,102.2200
2007-11-23,104.1400,102.3200,104.0500
2007-11-26,105.1500,101.7200,101.9700
2007-11-27,104.5800,101.5000,103.8300
2007-11-28,108.2700,104.3600,107.3700
2007-11-29,107.8700,106.2500,107.5000
2007-11-30,109.1900,103.9300,105.1800
2007-12-03,107.1400,104.5800,105.8300
2007-12-04,107.4200,104.7200,106.6300
2007-12-05,108.5200,106.9800,108.1600
2007-12-06,110.0000,107.9300,109.7000
2007-12-07,110.0000,107.9500,108.8600
2007-12-10,110.2600,109.0000,109.3900
2007-12-11,110.4000,106.4600,106.9900
2007-12-12,110.2000,107.3800,108.4700
2007-12-13,108.6400,106.9400,108.1800
2007-12-14,107.5600,104.1000,105.7700
2007-12-17,105.9900,104.0000,104.5300
2007-12-18,106.9700,104.1300,106.3100
2007-12-19,108.3800,105.8700,107.1400
2007-12-20,109.4900,107.6100,108.8400
2007-12-21,111.1600,109.1500,111.0500
2007-12-24,112.0000,110.5500,111.6500
2007-12-26,112.1900,110.9000,111.5600
2007-12-27,111.3000,109.4900,109.6000
2007-12-28,110.7600,109.1080,110.0900
2007-12-31,110.0000,107.2600,108.1000
2008-01-02,108.9900,104.1700,104.6900
2008-01-03,105.5700,103.9800,104.9000
2008-01-04,103.9500,100.4800,101.1300
2008-01-07,101.0000,99.0300,100.0500
2008-01-08,100.3800,97.1700,97.5900
2008-01-09,99.1500,97.1600,98.3100
2008-01-10,100.8600,97.1500,99.9200
2008-01-11,99.4600,97.0400,97.6700
2008-01-14,105.5900,101.3300,102.9300
2008-01-15,104.6400,101.2300,101.8300
2008-01-16,102.8600,100.1400,101.6300
2008-01-17,103.4500,100.0500,101.1000
2008-01-18,106.7200,102.5000,103.4000
2008-01-22,103.0900,98.5500,101.2200
2008-01-23,106.3350,98.5000,106.1000
2008-01-24,107.5100,104.6800,106.9100
2008-01-25,107.7900,104.1000,104.5200
2008-01-28,105.7700,103.8300,104.9800
2008-01-29,106.8000,104.6000,106.1000
2008-01-30,107.6500,104.8550,105.6500
2008-01-31,107.9700,103.7000,107.1100
2008-02-01,109.4000,105.8600,109.0800
2008-02-04,109.0000,106.4567,107.9300
2008-02-05,108.0500,104.6800,105.0200
2008-02-06,106.4900,103.5800,103.5900
2008-02-07,104.0000,100.6000,102.3400
2008-02-08,103.6700,102.0700,103.2700
2008-02-11,105.5500,102.8700,105.1400
2008-02-12,107.3300,104.7000,106.5300
2008-02-13,108.9300,106.8000,108.4200
2008-02-14,108.5000,105.5000,106.1300
2008-02-15,106.2500,105.0000,106.1600
2008-02-19,107.6200,104.6400,105.0000
2008-02-20,108.2100,104.5300,107.8500
2008-02-21,109.6000,106.4300,106.9300
2008-02-22,108.4800,105.7100,108.0700
2008-02-25,110.3200,107.4300,110.0800
2008-02-26,114.9900,109.0500,114.3800
2008-02-27,116.6300,112.9100,116.4600
2008-02-28,115.9000,114.5600,115.2400
2008-02-29,115.1400,113.3500,113.8600
2008-03-03,114.8100,113.4800,114.2300
2008-03-04,115.7200,112.7500,115.7100
2008-03-05,116.4100,114.2500,115.3900
2008-03-06,115.1500,112.2500,112.5200
2008-03-07,114.7500,111.8000,113.9400
2008-03-10,115.9900,113.1200,114.0100
2008-03-11,116.5600,114.0400,116.4900
2008-03-12,118.0000,115.1100,117.0700
2008-03-13,116.7800,113.6400,115.9100
2008-03-14,116.5200,112.6900,115.2301
2008-03-17,117.0400,113.0000,115.5500
2008-03-18,118.4300,113.8100,118.4100
2008-03-19,118.5000,116.6500,116.9400
2008-03-20,118.4800,116.6500,118.3300
2008-03-24,119.7900,118.1300,119.0600
2008-03-25,119.1000,117.1500,117.9700
2008-03-26,117.9700,114.9600,116.9100
2008-03-27,116.2000,114.5100,115.5200
2008-03-28,116.7500,114.2100,114.5700
2008-03-31,115.8700,113.3400,115.1400
2008-04-01,118.3700,114.9700,116.4900
2008-04-02,116.8800,113.9800,114.8100
2008-04-03,116.8200,113.8600,116.0200
2008-04-04,116.5800,114.6000,115.7600
2008-04-07,117.3700,115.8200,116.3100
2008-04-08,116.8800,115.2800,116.2700
2008-04-09,117.7200,115.7200,116.7700
2008-04-10,119.2200,116.8789,118.7800
2008-04-11,117.8000,115.5100,116.0000
2008-04-14,117.9400,115.9500,117.2800
2008-04-15,117.6700,115.5400,117.1700
2008-04-16,120.4700,117.1700,120.4700
2008-04-17,123.7200,120.7000,123.0800
2008-04-18,125.0000,123.1500,124.4000
2008-04-21,124.5100,122.0500,124.3500
2008-04-22,124.3500,123.0100,123.6700
2008-04-23,124.7800,122.6400,123.6000
2008-04-24,124.9000,122.7300,124.1900
2008-04-25,124.5000,122.0600,123.0800
2008-04-28,123.0500,121.6400,121.6900
2008-04-29,123.2000,122.0400,122.8500
2008-04-30,123.5000,120.5000,120.7000
2008-05-01,124.4300,121.0600,123.6100
2008-05-02,124.0000,121.7600,123.1800
2008-05-05,123.2500,121.7400,122.0300
2008-05-06,123.3400,120.7800,122.8200
2008-05-07,124.9800,122.4100,124.1400
2008-05-08,125.1700,123.7000,124.9200
2008-05-09,124.6500,123.6300,124.0600
2008-05-12,125.9900,123.5600,125.2400
2008-05-13,126.7000,125.0300,126.5800
2008-05-14,128.8300,126.2000,127.5200
2008-05-15,128.6800,126.9000,128.4600
2008-05-16,128.4750,126.8000,127.8200
2008-05-19,128.2100,126.0500,126.4900
2008-05-20,126.0500,124.4500,125.1800
2008-05-21,126.4000,123.0200,123.6200
2008-05-22,125.3500,123.5500,124.7000
2008-05-23,124.9100,123.7700,124.2000
2008-05-27,127.3800,124.0000,127.3200
2008-05-28,129.5400,126.9900,129.5400
2008-05-29,129.9900,128.6600,129.7100
2008-05-30,129.9900,128.8000,129.4300
2008-06-02,129.3700,126.7000,127.3600
2008-06-03,129.0000,127.4600,127.8400
2008-06-04,128.5000,126.4500,127.5500
2008-06-05,129.0400,127.2000,128.4700
2008-06-06,128.1400,124.7400,124.9400
2008-06-09,126.1800,124.0600,125.8600
2008-06-10,126.7220,124.6300,125.9400
2008-06-11,125.9000,122.8600,123.2500
2008-06-12,125.0900,123.1300,123.8500
2008-06-13,126.5700,124.1500,126.1500
2008-06-16,127.1400,124.6466,126.7100
2008-06-17,127.1000,124.6200,125.1000
2008-06-18,125.4312,123.7000,124.1600
2008-06-19,125.6200,122.3600,125.0200
2008-06-20,125.0200,122.5000,122.7400
2008-06-23,124.5000,122.4000,123.4600
2008-06-24,124.2500,121.9000,123.4600
2008-06-25,125.8300,123.2000,124.5800
2008-06-26,123.8200,120.7600,121.1300
2008-06-27,122.0500,118.2600,120.0500
2008-06-30,120.2200,118.1500,118.5300
2008-07-01,119.3600,116.6000,119.2700
2008-07-02,120.5500,118.1200,119.1000
2008-07-03,120.7800,117.8900,119.5400
2008-07-07,122.6400,119.6200,121.5000
2008-07-08,123.9900,120.5500,123.8800
2008-07-09,124.5000,120.4000,120.4000
2008-07-10,123.5400,120.6600,123.1800
2008-07-11,123.7400,120.5700,122.1200
2008-07-14,124.2500,121.2400,121.5400
2008-07-15,124.5000,119.9000,123.2000
2008-07-16,126.8900,122.2500,125.9400
2008-07-17,126.9600,124.0000,126.5200
2008-07-18,130.0000,125.4200,129.8900
2008-07-21,129.9000,127.6400,128.6600
2008-07-22,130.0000,127.2600,130.0000
2008-07-23,130.3300,128.2900,129.5200
2008-07-24,130.9300,128.8000,130.0000
2008-07-25,129.9000,128.0000,128.5300
2008-07-28,128.4400,126.1300,126.2500
2008-07-29,128.1680,126.2500,127.6600
2008-07-30,129.0000,127.0900,128.8600
2008-07-31,129.5000,127.7400,127.9800
2008-08-01,129.3000,126.2800,126.6400
2008-08-04,128.1000,126.2500,127.5600
2008-08-05,128.9000,127.0800,128.8700
2008-08-06,129.5000,127.7500,129.1600
2008-08-07,129.9700,127.9000,129.0500
2008-08-08,129.8800,127.6300,128.8100
2008-08-11,128.4300,125.7500,126.6000
2008-08-12,126.5000,124.4000,125.2200
2008-08-13,126.9900,124.7500,125.8000
2008-08-14,128.2500,124.8000,126.9400
2008-08-15,127.1900,125.3500,126.3600
2008-08-18,127.0000,123.6800,124.5900
2008-08-19,124.7900,122.0100,122.5600
2008-08-20,123.9700,122.0100,122.5100
2008-08-21,123.4300,121.5500,122.9900
2008-08-22,125.3500,122.8000,124.9300
2008-08-25,124.9300,122.7000,122.8600
2008-08-26,122.8500,121.5000,122.5000
2008-08-27,124.8500,122.1800,123.3800
2008-08-28,125.4500,123.5800,124.5800
2008-08-29,123.9900,121.6300,121.7300
2008-09-02,124.0000,117.9000,118.4100
2008-09-03,118.6500,115.1500,118.3400
2008-09-04,118.9000,114.9000,115.0000
2008-09-05,115.0900,113.1700,114.3300
2008-09-08,118.2800,115.1400,117.2900
2008-09-09,118.1000,115.0000,115.0400
2008-09-10,119.9500,116.1000,118.0400
2008-09-11,119.3700,116.1100,119.2000
2008-09-12,119.2800,116.8200,118.9700
2008-09-15,118.4100,115.1900,115.1900
2008-09-16,117.6400,113.3200,116.0500
2008-09-17,115.5000,110.6100,111.4700
